Stakes,Response,Model,Sequence,Order_in_Sequence,Framing,Temperature
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,1,3.5,4,3,1,1
200,0,3.5,4,3,1,1
200,0,3.5,4,3,1,1
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,0,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
100,1,3.5,4,1,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
400,1,3.5,4,2,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
200,0,3.5,4,3,1,0
100,0,4,4,1,1,1
100,1,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,1,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,1,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,1,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
100,1,4,4,1,1,1
100,0,4,4,1,1,1
100,1,4,4,1,1,1
100,0,4,4,1,1,1
100,0,4,4,1,1,1
400,0,4,4,2,1,1
400,1,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,1,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,1,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
400,0,4,4,2,1,1
200,0,4,4,3,1,1
200,1,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,1,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,1,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
200,0,4,4,3,1,1
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
100,0,4,4,1,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
400,0,4,4,2,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
200,0,4,4,3,1,0
100,0,4,1,1,1,0
100,0,4,1,1,1,0
100,0,4,1,1,1,0
100,0,4,1,1,1,0
100,0,4,1,1,1,0
